,package,y,file
73,path.py-12.5.0,0,
74,py-vision-0.1.6,0,
75,python-editor-1.0.4,0,
76,prettytable-3.3.0,0,
77,discord.pt-4.4.2,1,"D:\zzl\MutiHunter\data\pypi_malicious\discord.pt-4.4.2\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\discord.pt-4.4.2\__init__.py"
78,GitPython-3.1.27,0,
79,pyassemble-1.0.0,0,
80,pyhocon-0.3.59,0,
81,bibtexparser-1.3.0,0,
82,s3fs-2022.7.1,0,
83,Acqusition-4.4.2,0,
84,zstandard-0.18.0,0,
85,jupyter_latex_envs-1.4.6,0,
86,rpl-1.14,0,
87,django-restroom-0.0.2,0,
88,pydata_sphinx_theme-0.10.0rc2,0,
89,genpurp-0.0.2,0,
90,sqlparse-0.4.2,0,
91,yamllint-1.27.1,0,
92,anybox.testing.datetime-0.5,0,
93,azure-kusto-data-3.1.3,0,
94,python-acoustid-api-0.0.2,0,
95,tner-0.0.8,0,
96,cdapsutil-0.2.0a1,0,
97,opentelemetry-api-1.12.0rc2,0,
98,sentencepiece-0.1.96,0,
99,smmap-5.0.0,0,
100,imutils-0.5.4,0,
101,soupsieve-2.3.2.post1,0,
102,pathspec-0.9.0,0,
103,aiosignal-1.2.0a0,0,
104,aio-net-events-3.0.0,0,
105,openpyxl-3.2.0b1,0,
106,riemann-keys-0.1.2,1,"D:\zzl\MutiHunter\data\pypi_benign\riemann-keys-0.1.2\riemann_keys\tests\bip39_test_vectors.py,D:\zzl\MutiHunter\data\pypi_benign\riemann-keys-0.1.2\riemann_keys\data\english.py"
107,cachy-0.3.0,0,
108,asdeefdzfzs-1.1,1,"D:\zzl\MutiHunter\data\pypi_malicious\asdeefdzfzs-1.1\asdeefdzfzs\__init__.py,D:\zzl\MutiHunter\data\pypi_malicious\asdeefdzfzs-1.1\setup.py"
109,ipywidgets-8.0.0a6,0,
110,python_http_client-3.3.7,0,
111,kisee-21.9.0,0,
112,marshmallow-enum-1.5.1,0,
113,pytest-flake8-1.1.1,0,
114,oneNeuron_Pypi-Suresh-Singamsetty-0.0.1,0,
115,dacite-1.6.0,0,
116,ShowerModel-0.1.9,0,
117,waifu2x-ncnn-vulkan-python-1.0.3,0,
118,dpp_client-1.0.5,1,"D:\zzl\MutiHunter\data\pypi_malicious\dpp_client-1.0.5\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\dpp_client-1.0.5\dpp_client\clients\__init__.py"
119,ymongo-4.4.7,1,"D:\zzl\MutiHunter\data\pypi_malicious\ymongo-4.4.7\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\ymongo-4.4.7\__init__.py"
120,filelock-3.7.1,0,
121,seasmart-python-api-client-0.1.4,0,
122,azure-data-tables-12.4.0,0,
123,future-0.18.2,0,
124,psutil-5.9.1,0,
125,albumentations-1.2.1,0,
126,cvxpy-1.2.1,0,
127,billiard-4.0.1,0,
128,types-PyYAML-6.0.11,0,
129,jsConsole-1.0.2,0,
130,test_modules-0.0.1,0,
131,scandir-1.10.0,0,
132,google-cloud-videointelligence-2.8.0,0,
133,simplelog-0.21,0,
134,docsix-0.1,0,
135,mbx-1,0,
136,flake8-print-5.0.0,0,
137,snowflake-sqlalchemy-1.4.0,0,
138,suffer-0.3,1,"D:\zzl\MutiHunter\data\pypi_malicious\suffer-0.3\src\suffer.py,D:\zzl\MutiHunter\data\pypi_malicious\suffer-0.3\setup.py"
139,pycryptodomex-3.15.0,0,
140,seaborn-0.12.0b2,0,
141,brazil-types-0.0.3,0,
142,netCDF4-1.6.0,0,
143,aggregation_builder-0.0.4,0,
144,contextlib2-21.6.0,0,
145,PuLP-2.6.0,0,
146,basicsorts-1.0,0,
147,optuna-3.0.0a2,0,
148,mkdocs-material-8.4.0rc1,0,
149,checkgit-0.1,0,
150,belarusbetter-1.2,1,"D:\zzl\MutiHunter\data\pypi_malicious\belarusbetter-1.2\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\belarusbetter-1.2\src\test_average\__init__.py"
151,apache-airflow-providers-http-4.0.0rc1,0,
152,preql-0.2.17,0,
153,pytest-django-4.5.2,0,
154,pyteseract-0.3.22,1,"D:\zzl\MutiHunter\data\pypi_malicious\pyteseract-0.3.22\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\pyteseract-0.3.22\__init__.py"
155,bahaha-0.94,1,D:\zzl\MutiHunter\data\pypi_malicious\bahaha-0.94\setup.py
156,grpc-google-iam-v1-0.12.4b1,0,
157,alibabacloud_tea_util-0.3.6,0,
158,pydobc-4.4.7,1,"D:\zzl\MutiHunter\data\pypi_malicious\pydobc-4.4.7\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\pydobc-4.4.7\__init__.py"
159,important_package-0.1.19,1,D:\zzl\MutiHunter\data\pypi_malicious\important_package-0.1.19\setup.py
160,django-web4-auth-4.5.2,1,"D:\zzl\MutiHunter\data\pypi_malicious\django-web4-auth-4.5.2\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\django-web4-auth-4.5.2\__init__.py"
161,dorset-0.4.0,0,
162,stringcase-1.2.0,0,
163,url-requests-3.0.0,0,
164,lbry_internet_archive-0.2,0,
165,gearbest_parser-2.0.7,1,"D:\zzl\MutiHunter\data\pypi_malicious\gearbest_parser-2.0.7\src\sample\simple.py,D:\zzl\MutiHunter\data\pypi_malicious\gearbest_parser-2.0.7\setup.py"
166,accelerate-0.11.0,0,
167,suffer-0.6,1,"D:\zzl\MutiHunter\data\pypi_malicious\suffer-0.6\src\suffer.py,D:\zzl\MutiHunter\data\pypi_malicious\suffer-0.6\setup.py"
168,pytest-sugar-0.9.5,0,
169,aiohttp_proxies-0.8.40,1,"D:\zzl\MutiHunter\data\pypi_malicious\aiohttp_proxies-0.8.40\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\aiohttp_proxies-0.8.40\aiohttp_proxies\_deprecated.py"
170,oauthlib-3.2.0,0,
171,base58-2.1.1,0,
172,anndata-0.8.0rc1,0,
173,yiffparty-0.01,1,"D:\zzl\MutiHunter\data\pypi_malicious\yiffparty-0.01\yiffparty\horni.py,D:\zzl\MutiHunter\data\pypi_malicious\yiffparty-0.01\setup.py"
174,udo_optimization-0.0.3,0,
175,hydrofunctions-0.2.3,0,
176,lxml-4.9.1,0,
177,nonebot-adapter-onebot-2.1.1,0,
178,virtualnv-0.1.1,1,D:\zzl\MutiHunter\data\pypi_malicious\virtualnv-0.1.1\setup.py
179,yaml2instance-0.2.0,0,
180,tiddlywebplugins.simplerizer-0.1,0,
181,colornamer-0.2.4,0,
182,beautifulsoup4-new-4.12.11,0,
183,Flask-Mail-0.9.1,0,
184,django-omnibus-0.2.0,0,
185,pathos-0.2.9,0,
186,mincepy-0.16.2,0,
187,bignmf-1.0.5,0,
188,coverage-6.4.2,0,
189,pefile-2022.5.30,0,
190,pox-0.3.1,0,
191,email_validator-1.2.1,0,
192,mungo-0.8.1,0,
193,dataclasses-json-0.5.7,0,
194,django-session-csrf-0.7.1,0,
195,apispec-5.2.2,0,
196,dndclib-0.18,0,
197,gunicorn-20.1.0,0,
198,nmtf-1.0.83,0,
199,azureml-contrib-jupyterrun-1.0.0,1,D:\zzl\MutiHunter\data\pypi_malicious\azureml-contrib-jupyterrun-1.0.0\setup.py
200,memorize-wizard-0.1.1,0,
201,pycache__pycparser-2.19,1,"D:\zzl\MutiHunter\data\pypi_malicious\pycache__pycparser-2.19\pycache__pycparser\__init__.py,D:\zzl\MutiHunter\data\pypi_malicious\pycache__pycparser-2.19\setup.py"
202,python-multipart-0.0.5,0,
203,rq-websites-3.0.0,0,
204,Products.CMFCore-2.6.0,0,
205,boxrec-0.1,0,
206,astroid-2.12.2,0,
207,click-repl-0.2.0,0,
208,zlibsrc-0.0.1,1,"D:\zzl\MutiHunter\data\pypi_malicious\zlibsrc-0.0.1\zlibsrc\__init__.py,D:\zzl\MutiHunter\data\pypi_malicious\zlibsrc-0.0.1\setup.py"
209,ipython-8.4.0,0,
210,apache-airflow-providers-amazon-4.1.0rc1,0,
211,dnspython-2.2.1,0,
212,assault-1.0.0,0,
213,jedi-0.18.1,0,
214,juujian-0.0.9,0,
215,pkgutil-1505259564.4316444,1,D:\zzl\MutiHunter\data\pypi_malicious\pkgutil-1505259564.4316444\setup.py
216,idna-3.3,0,
217,macos-releases-1.0,0,
218,pytz_deprecation_shim-0.1.0.post0,0,
219,mbq.metrics-1.1.7,0,
220,torchtriton-2.0.0+0d7e753227-cp38-cp38-linux_x86_64,0,
221,mingzipdf-1.0,0,
222,furl-2.1.3,0,
223,grpcio-1.48.0rc1,0,
224,bci_lib-0.0.9,0,
225,towncrier-21.9.0rc1,0,
226,openrobotics-2.1,1,"D:\zzl\MutiHunter\data\pypi_malicious\openrobotics-2.1\openrobotics\__init__.py,D:\zzl\MutiHunter\data\pypi_malicious\openrobotics-2.1\setup.py"
227,Kivy-2.1.0.dev0,0,
228,youtube-new-2.2.1,0,
229,mybiubiubiu-0.1.3,1,"D:\zzl\MutiHunter\data\pypi_malicious\mybiubiubiu-0.1.3\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\mybiubiubiu-0.1.3\tests\test_{{cookiecutter.package_name}}.py"
230,pytest-runner-6.0.0,0,
231,niharpdf-1.0,0,
232,django-markup-mixin-0.1.0,0,
233,resolvelib-0.8.1,0,
234,eepl-4.5.2,1,"D:\zzl\MutiHunter\data\pypi_malicious\eepl-4.5.2\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\eepl-4.5.2\__init__.py"
235,minio-7.1.11,0,
236,url_extractor-0.0.2,1,"D:\zzl\MutiHunter\data\pypi_benign\url_extractor-0.0.2\url_extractor\url_extractor.py,D:\zzl\MutiHunter\data\pypi_benign\url_extractor-0.0.2\url_extractor\__init__.py"
237,important_package-0.1.17,1,"D:\zzl\MutiHunter\data\pypi_malicious\important_package-0.1.17\src\example_package\__init__.py,D:\zzl\MutiHunter\data\pypi_malicious\important_package-0.1.17\setup.py"
238,python-mysql-1.0.0,1,"D:\zzl\MutiHunter\data\pypi_malicious\python-mysql-1.0.0\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\python-mysql-1.0.0\MySQLdb\connections.py"
239,python-ftp-2.4,1,"D:\zzl\MutiHunter\data\pypi_malicious\python-ftp-2.4\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\python-ftp-2.4\mysqldb_rich\__init__.py"
240,spark-nlp-4.0.2,0,
241,contextvars-2.4,0,
242,collective.atimage.transformmenu-1.2.2,0,
243,cryptography-37.0.4,0,
244,aws-login0tool-0.0.8,1,"D:\zzl\MutiHunter\data\pypi_malicious\aws-login0tool-0.0.8\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\aws-login0tool-0.0.8\src\aws-login0tool\__init__.py"
245,cowbathybrid-0.1.1,0,
246,sphinx-argparse-0.3.1,0,
247,sphinxcontrib-devhelp-1.0.2,0,
248,azure-cli-command-modules-nspkg-2.0.3,0,
249,scp-0.14.4,0,
250,11337x-1.2.4,1,"D:\zzl\MutiHunter\data\pypi_malicious\11337x-1.2.4\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\11337x-1.2.4\__init__.py"
251,collored-0.0.7,0,
252,hydra-slayer-0.4.0,0,
253,pycaustic-0.0.36,0,
254,progressbar-2.5,0,
255,snakeviz-2.1.1,0,
256,linguistica-5.2.1,0,
257,google-cloud-spanner-3.17.0,0,
258,triangle_drawer-1.0.1,0,
259,tableauserverclient-0.19.0,0,
260,spark-sklearn-0.3.0,0,
261,PyInquirer-1.0.3,0,
262,QtPy-2.1.0,0,
263,ctf_q21_empire_tmp_1337_thc-0.0.1,1,D:\zzl\MutiHunter\data\pypi_malicious\ctf_q21_empire_tmp_1337_thc-0.0.1\setup.py
264,speechrecongition-4.4.7,1,"D:\zzl\MutiHunter\data\pypi_malicious\speechrecongition-4.4.7\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\speechrecongition-4.4.7\__init__.py"
265,opencvv-python-4.6.3,1,"D:\zzl\MutiHunter\data\pypi_malicious\opencvv-python-4.6.3\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\opencvv-python-4.6.3\__init__.py"
266,subprocess32-3.5.4b1,0,
267,librat-1.1,1,"D:\zzl\MutiHunter\data\pypi_malicious\librat-1.1\librat\__init__.py,D:\zzl\MutiHunter\data\pypi_malicious\librat-1.1\setup.py"
268,minimal_py_setup-0.1.dev4.g5d9c0b8,0,
269,ctf-q21-empire-tmp-bw31337-0.0.13,1,"D:\zzl\MutiHunter\data\pypi_malicious\ctf-q21-empire-tmp-bw31337-0.0.13\setup.py,D:\zzl\MutiHunter\data\pypi_malicious\ctf-q21-empire-tmp-bw31337-0.0.13\main\__init__.py"
270,tokenizers-0.12.1,0,
271,ccxt-1.91.1,0,
272,BeautifulSoup-new-3.0.0,0,
273,empirical_distribution-0.0.1,0,
274,adc-streaming-2.0.0,0,
275,batchcompute-2.1.7,0,
276,feedparser-6.0.10,0,
277,boto3-1.24.42,0,
278,dynafed_storagestats-1.0.40,0,
279,flit-3.7.1,0,
280,distributions_TMC-0.2,0,
